,text,abuse
1370,"RT @hammondjhskyco1: @markkee_mark @Chinn888 @BorisJohnson @patel4witham @10DowningStreet @patel4witham : This report HAS to be published!! It’s every bit in the public interest to do so. The Pakistani community, rather than going for them, refuses to purge these perverts from their community. In fact, they choose to defend them!",1
7514,"@stevejon38 @jessphillips That's the least you expect from a member of parliament. However, @jessphillips spent the last 5 years slagging off and undermining her own party's leadership ffs! So her calls for unity now are laughable.",1
5968,RT @Reefer332: Dianne Abbots son gets 5 years in prison but Dianne’s hoping to have him out  in 10 years 🤔@HackneyAbbott #LabourLeadershipElection,1
7775,@jessphillips You’re simply overreacting 😒,1
855,"RT @ChestTommys: @KTHopkins @patel4witham It is VERY MUCH in the public interest. Tommy Robinson deserves exoneration for the years of persecution at the hands of the establishment. 

#MuslimRapeGangs",1
7876,@Aldousmarx @jessphillips Yes she's been made Shadow Minister for Gobshites 👍,1
5662,@HackneyAbbott @Keir_Starmer @UKLabour She should be kicked out.,1
7793,"@jessphillips Amazingly, jess philips has a contribution to make about the experience and feelings of jess philips. A rare insight. And sorely sought after.",1
9274,@LaylaMoran @markpack Stop moaning.,1
2536,@JuliaHB1 @SayeedaWarsi Sadly It is your type who egg them on.. and may I add the dopey Nigel Farage followers,1
60,"@HuwMerriman @patel4witham I wonder how much money or @patel4witham was personally getting from Israeli lobby groups? Conservatives seem prone to corruption. 
I’ll just leave this here...
https://t.co/zSEOv9UorK",1
4625,@JBickertonUK @KateThea3 @hackneyabbott is amoral despicable and evil,1
2748,@harrys @free_thinker @StopFundingHate @cfmmuk @newslaundry @TellMamaUK @SayeedaWarsi Anyhow Halal food is discrimination against non Muslim so you dont have problem with that but you have problem with opposing it,1
470,RT @ChristineEasda1: That's no excuse. We don't hush up other crime statistics for that reason. Unless this problem is brought into the light and the Pakistani Muslim community takes ownership of it other girls' lives will be shattered by their vile activity. @lucyallan @Dunne4Ludlow @patel4witham https://t.co/cnvUzvJKRI,1
7522,@N7Kopper @foxemerson @Danvers07943910 @999London @jessphillips You are crazy. Don’t be so rude. Get a grip.,1
4112,"@313Institute @chippy_lippy @SayeedaWarsi Nothing like an out of context line from a holy scripture to prove a point!

As for chippylibby take the damn chip of your shoulder the prosecutor who put the grooming gangs away was a British Pakistani too and grooming gangs widely condemned in the community but death ears",1
3170,"@HeyDost11 @NazShahBfd @SayeedaWarsi We both know they will never reply. But in years too come when the Islamists and supporters of grooming gangs are exposed, these tweets will always be there.",1
10216,"@LaylaMoran Coming from the woman who ""sees into people's souls"" when it comes to sex and ""gender"", I think we can safely discount your take on.. well, anything really. HOMOPHOBE.",1
3249,"I wonder if this is due to inherent Pakistani ""culture"" or merely Islam in its true light, or both??!!. .@GerardBattenUK. .@PrisonPlanet..@pritipatel..@PamelaGeller..@jihadwatchRS..@Ayaan..@ACTBrigitte. .@SayeedaWarsi. .@NazShahBfd..@MuslimCouncil..@miqdaad..@Afzal4Gorton https://t.co/nIkiEVURvT",1
6663,@jessphillips When have you ever been nice!? 🙄,1
1522,@patel4witham bully Patel here is the filth that just pours from your gob. Resign! https://t.co/xq1Ndp8uLF,1
9929,"@LaylaMoran Do you know what the 1st two Reichs were about? 

Do you know *any* history at all?",1
703,Nasty @patel4witham and #LiarJohnson don’t care. https://t.co/Jgy6TpMZja,1
8934,"@YourePerfidy @LaylaMoran Was that first part was the only part you paid attention to.
There in lies your problem.
I bet you're polite to people in public, but the moment you get to be scornful without fear of accountability, your veil lifts and we get to see your retched reality.",1
3021,@SayeedaWarsi @MailOnline Is that why you were talking shite?,1
1541,"@patel4witham 

WE all know who has an on-going jihad which takes the form of child molestation and rape. Why won’t YOU acknowledge it? https://t.co/2b7YCMTqS6",1
4978,"RT @QANews1: @YasminQureshiMP @TheBMA @RupaHuq @HackneyAbbott @ApsanaBegumMP @DawnButlerBrent @FloEshalomi @ClaudiaWebbe @PaulaBarkerMP @stellacreasy @SarahOwen_ Multicultural areas being hit the hardest is as sad as anywhere else, perhaps you should look at the Wuhan flights history, BAME people coming from Wuhan would head to multicultural hotspots &amp; infect other BAME people no? #BAME https://t.co/dMTT5IoP7N",1
1061,"@thetimes I can't wait for her to travel on it either!
The quicker @patel4witham uses it and fucks off somewhere else the better.",1
4295,"@HackneyAbbott @BellRibeiroAddy Bye love, you were hilarious 👋🏻",1
1572,"No benefits yet stated from #Brexit but @patel4witham bleats on about our independence although the new passport is now produced by a Franco Dutch consortium no doubt displacing British jobs. #SunnyUplands. 

https://t.co/R1CJZzBo9O",1
9086,@LaylaMoran Your divisive statements are destroying our lives. About time you stood down and got out of the house. You are playing a dangerous game here. The people will loose lives with this stupid negativity,1
6499,@jessphillips You didn’t get an invite huh? #bitter 🤔,1
6328,RT @BaqueHime: It's getting hard to choose who's the worst narcissist mOrgan or @jessphillips https://t.co/0sAHexgq55,1
1852,"@mosheholt @WelshBrexit @patel4witham It's about time we had some leaders with some (figuratively) balls!

I won't forgive them for this green nonsense, but that's an issue for another day.",1
101,"RT @widehope: @patel4witham All illegal immigrants should be returned to Europe. Many come from Asia &amp; could be carrying #Coronavirus. As I have said many times, free movement of people = free movement of disease. @Borisjohnson 
#Ashsarkar @lisanandy",1
10173,@LaylaMoran @LibDems Layla if you were a tasty snack. https://t.co/BAYuchAza2,1
10133,@LaylaMoran You’ve submitted to Islam. You’re evil.,1
5423,What a fat mess you are @HackneyAbbott https://t.co/Ozq4Xci62u,1
6331,@itvpeston @jessphillips @Peston @MattHancock Jess don't show urself up now ur on the front benches with that winding brummie accent,1
7261,@jessphillips Not sure anyone gives a fuck what you think,1
4237,@HackneyAbbott I would suggest economics isn't really your subject. Better to keep quiet and look a fool then open your mouth and prove it.,1
8381,@LaylaMoran How many men have you beaten?,1
2358,"We didn't find Uganda's @pritipatel in #KNEEL position.

She loves English Slave Owners.

#BlackLivesMattters

@metpoliceuk @LFC @ChelseaFC @BernieSanders @jeremycorbyn @mehdirhasan @PeterDutton_MP @SayeedaWarsi @sajidjavid @sunny_hundal @jacindaardern @piersmorgan @mrjamesob https://t.co/M2PE5wBnNy",1
9929,"@LaylaMoran Do you know what the 1st two Reichs were about? 

Do you know *any* history at all?",1
1108,@DerrynRolfe @Adam_SH69 My blood boils everytime I see her smug face with that dirty smirk  @patel4witham .,1
8940,RT @Lezbrexit: @LaylaMoran @Keir_Starmer LOL it ain’t happening suck it up dear 👍👍 https://t.co/AD04oVE4fG,1
1856,"@CarolineVoaden @patel4witham Why don’t you do it, you snob.",1
5308,"RT @racechikee: @Old__Bowler @NeilAston6 @MailOnline Great example to set to youngsters! So sending your son to a private school, a privilege you wish to deprive white children of ....because black mums love their kids more 🙄 ... it didn’t do your son much good did it? @HackneyAbbott",1
4596,RT @StrumalongPhill: @val_tigress @HackneyAbbott Perhaps it never dawn on that certain ethnic backgrounds commit more drug offenses and hiding the stats wont work for ever. The UK is waking up.,1
5204,@fuzzilu @LBC @TomSwarbrick1 @HackneyAbbott When you say opposition I’m under the impression Patel would send any terrorist to prison for 50 years. In the meantime Abbott is anti police and probably would have been a security risk had she made it into office. You need intellectual bandwidth to be Home Sec &amp; Abbott lacks it,1
162,@ledditB @DVATW @GretaThunberg @patel4witham It’s called science dear,1
4826,"RT @proudbrexiteer1: When people like @DavidLammy @HackneyAbbott @stormzy say Britain is racist, TAKE NO NOTICE, if it was racist why does everyone want to come here? The three clowns above, make money off playing the victims.",1
7265,"@jessphillips @jessphillips you should definitely self isolate for the foreseeable future so we don't have to listen to you criticising, complaining, whining and generally being an annoying tit. 😊",1
1522,@patel4witham bully Patel here is the filth that just pours from your gob. Resign! https://t.co/xq1Ndp8uLF,1
9388,"@HylianApologist @david55034076 @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud I guess, the same as any other man? The point is, now any man can use it as an excuse. Do you really not see the danger? Why do you think they are segregated in the first place? Have you seen the research on what it does to girls at school and so on?",1
1888,@CarolineVoaden @patel4witham Wow lady  you have just portrayed eu citizens as low menial slave workers! #woke #piersmorgan #skynews #PritiPatel,1
10304,@NELibDems @clslibdems @LaylaMoran Good god get a grip of yourself. Move on we voted leave we ARE GOING. LibDems should stick to local politics as you should know the people don’t support your national policy,1
3277,"RT @whitford747: @ElinorEusceptic @MuslimCouncil @SayeedaWarsi @Keir_Starmer @pritipatel @NazShahBfd Drugs in our northern cities are run by mostly Pakistani gangs whose customers are white working class. Watch “Hometown” documentary by @Mobeen_Azhar, an eye opener.",1
4588,"@laura_jackson79 @73Stephanos @HackneyAbbott If we are getting picky then please get spell check and grammarly. A female is a female, I'm a scientist so please dont try ideologies and theories on me, the science is binary.  And I'm not naturally like it, only when I see sarcasm at the message end.",1
3795,"RT @nriview1: @JoyantaKarmoker @LockOmoplata @SayeedaWarsi 
@BorisJohnson 
@Telegraph 
@Keir_Starmer 
@lisanandy 
@UKLabour
@CommissionerHR
Sayeeda, can you tell the islamofascist Pakistan to stop the pogroms against Hindus and minorities. Lisa resigned front bench for anti Semitism but ok with pogroms in Pakistan.",1
964,"RT @lisabeth6550: Coz they are muslim 
@patel4witham https://t.co/WqGOKM4H3v",1
5994,"RT @REGENTmanADB: @DavidLammy @HackneyAbbott @UKLabour  + all others that DON’T like these deportations, BUT STILL WOULDN’T WANT  them living near them  ! Innocent ‘WHITE LIVES MATTER’ TOO https://t.co/wQEAnBACSx",1
4978,"RT @QANews1: @YasminQureshiMP @TheBMA @RupaHuq @HackneyAbbott @ApsanaBegumMP @DawnButlerBrent @FloEshalomi @ClaudiaWebbe @PaulaBarkerMP @stellacreasy @SarahOwen_ Multicultural areas being hit the hardest is as sad as anywhere else, perhaps you should look at the Wuhan flights history, BAME people coming from Wuhan would head to multicultural hotspots &amp; infect other BAME people no? #BAME https://t.co/dMTT5IoP7N",1
994,RT @JamboGJ: @KTHopkins @people_paul @patel4witham The truth is this behaviour is endemic with our Muslim cousin’s and we have allowed it to quietly establish itself within our society.,1
243,"I think @patel4witham is one spice short of a curry. There, I’ve put it out there. https://t.co/30KNwt5fy3",1
6929,"@wesstreeting @jessphillips Shut up, wes, you little fool x",1
509,@EscapeEUSlavery @SuperbikeAl @Conservatives @BorisJohnson @patel4witham How does some one who gets kicked out of government for lying and holding 12 secret meetings with a foreign power gets to return to government as a national hero? Baffles me it does.,1
5320,"@LithaR @HackneyAbbott @noisy_guy Some probably are, however they are all criminals.",1
680,"@mishtal @patel4witham Maite, get a clue. Patel is so rightwing she'd probably send herself ""home"".",1
7948,@ddbanks @IanDunt @jessphillips What makes her a political superheavyweight? She couldnt even hack 2 weeks of a leadership campaign?,1
2786,@harrys @free_thinker @StopFundingHate @cfmmuk @newslaundry @TellMamaUK @SayeedaWarsi It tells u how Islamism is deep rooted. We need strong religious institutions to push back this evil ideology. If people are really concerned about hate 1st thing they should ban is Quran. Halal is discriminatiory &amp; there isn't any wrong about this article.,1
6306,"@jessphillips @IsabelHardman Captain misandrist, give it a rest hen.",1
5654,@DawnButlerBrent Sorry to break this to you Dawn but so is your colleague &amp; Mathematic genius @HackneyAbbott https://t.co/pPa3raa79L,1
5797,@SkyNews @HackneyAbbott They lost because of muppets like you in the party ... with sons in and out of prison and breaking the law ....,1
3297,@NazShahBfd @SayeedaWarsi How dare the Police arrest these fasting religious peace loving peace lovers in Ramadan. Brutality of the racist kind. Clearly there is no evidence of Staani Muslim grooming gangs. WTF is wrong with your savage men!?? https://t.co/NwPQNxxacJ,1
9699,"@LaylaMoran @Glostermeteor @LibDems No one gives a monkeys what any of you ""think"" Deal with it Get over it Move on #sighs",1
10129,@LaylaMoran Whites are now second class citizens in their own countries,1
5797,@SkyNews @HackneyAbbott They lost because of muppets like you in the party ... with sons in and out of prison and breaking the law ....,1
8199,@jessphillips What an absolute w******,1
3004,"Baroness Warsi drops two stone and beats diabetes https://t.co/Ua1GJXdYgC via @MailOnline

Well done, excellent bucked the trend @SayeedaWarsi 
@10DowningStreet @Young_Tories 
Now keep it off, and not regain like most👏🏾👏🏾👏🏾",1
7876,@Aldousmarx @jessphillips Yes she's been made Shadow Minister for Gobshites 👍,1
9861,"@CCleePolitical @LaylaMoran @Keir_Starmer Yep. Imagine the cooky and fairly likeable Layla will hoover up plenty of disillusioned left voters.  But labour don’t mind because they don’t want those members, just their votes.",1
9025,@LaylaMoran @adamboultonSKY @Keir_Starmer Haven’t these stupid mps still not got the message about leaving the EU??!! You’d have thought the general election would have put them in their places yet here’s another moron going on about it 🤦‍♂️,1
6724,@jessphillips Enough from you,1
1216,That's no excuse. We don't hush up other crime statistics for that reason. Unless this problem is brought into the light and the Pakistani Muslim community takes ownership of it other girls' lives will be shattered by their vile activity. @lucyallan @Dunne4Ludlow @patel4witham https://t.co/cnvUzvJKRI,1
4714,@geeooorgh @sleckitty @HackneyAbbott your the bright spark go figure shit head lol,1
994,RT @JamboGJ: @KTHopkins @people_paul @patel4witham The truth is this behaviour is endemic with our Muslim cousin’s and we have allowed it to quietly establish itself within our society.,1
413,"RT @1wabbitt1: @GortTheAvenger @BorisJohnson @patel4witham this is where UK is going if we keep letting in pakistani muslims (the very group that make up nearly all members of the rampant kid-raping gangs, by the way) and letting them block-vote the likes of Khanage in.",1
6591,@jessphillips W⚓️,1
7516,@jessphillips Grubby little man.,1
6740,"@JuliaHB1 @jessphillips She's been nice and constructive? When? I must have missed that on account of blinking. Come on then, Jess, what's your strategy, or do you just scream abuse from the stands?",1
7793,"@jessphillips Amazingly, jess philips has a contribution to make about the experience and feelings of jess philips. A rare insight. And sorely sought after.",1
61,"@ovinepolitic @mcgibbond @EmmaKennedy @Deanna_Wroe @patel4witham Nobody has said a word about her stupidity. Even stupid people can get a job and hold it down (you even).

We are talking about her being a foreign agent working against the interests of this country. Geddit?",1
2866,"@SayeedaWarsi Still happy to support racist murderers, what is your excuse ?",1
5950,"RT @frankchmbrs: @SkyNews Hmmm...  @patel4witham vs @HackneyAbbott

Priti Patel vs. Pretty Vacant.

Tough one, but I think I'd like to keep the one that can count.",1
545,"@Nikkipage44 @BillRob22261292 @AmberRuddUK @patel4witham Yes, she has the balls for the job",1
4180,"@HackneyAbbott Good move by Boris, not much of the money you donate actually goes to the good cause. It lines other people’s pockets that work’s within the charity.",1
2034,@uk_lollipop Brave and beautiful keep going @patel4witham,1
2902,"@SayeedaWarsi Oh another one, bitter and throwing rocks from the sidelines for her own reasons.",1
4767,@KayBurley @HackneyAbbott numerical targets wouldn’t work for her because she can’t count past 1,1
4926,@HackneyAbbott @Keir_Starmer @UKLabour She should be fired it’s sickening!,1
3291,"@_Mo0hamad @whitford747 @MuslimCouncil @SayeedaWarsi @Keir_Starmer @pritipatel @NazShahBfd Peace and goodwill to all the LGBT community, animal slaughter, girls, non-muslims...yeah right",1
790,@LanceForman @thetimes @patel4witham Ask members of her constituency association or Essex councillors and they will confirm that Patel is a bully and just a little bit dim. She’s achieved well beyond her abilities. What an inspiration to many!,1
1854,"@patel4witham 2/2
Countries that already had such a ban include
– France
– Belgium
– Netherlands
– Bulgaria
– Austria
– Denmark.
– Switzerland 

This needs to include the UK

No mention of an Islamic veil or burqa in the Koran. There are moderate Muslims who call to ban the burqa in the West.",1
5688,"@AJogee @HackneyAbbott Dianne stop now ,it’s Christmas,go and have a rest ,you haven’t earned .",1
9549,"@LaylaMoran From the woman who coined the phrase Brexit Before breathing, maybe you should be more careful with the words you use.",1
6812,@jessphillips You being nice: That's the best joke I've heard all week.,1
5969,"RT @dangrains: @OurParliamentUk @owltan74 @piersmorgan @HackneyAbbott @jeremycorbyn Diane was up early putting on her shoes 
Must of really taken it out of her.",1
5698,RT @realquell: @HackneyAbbott @grancake @UKLabour Best sleep with him before he's appointed then..,1
78,@ukhomeoffice @patel4witham Go away,1
6036,That’s what you get Caroline with asking @hackneyabbott to do the maths https://t.co/U8d9OAr8nS,1
4067,"@Brixtoncowboy @Hobbehod1 @wrongthinkQC @DrEllaC @BrianCathcart @pguk10 @OwenJones84 @SimonFRCox @CampaignerMaz @MikeStuchbery_ @miqdaad @NabeelaZahir @appghatecrime @jdportes @SayeedaWarsi @nazirafzal @tompfoster Aw you got butthurt over a banner, sensitive little thing.",1
318,"@jgmcnab @IAM_4_EU @thetimes @patel4witham Some people transcend their ethnicity and good looks, as she aptly demonstrates with her ultra right wing views and actions 😢",1
1071,@KTHopkins @patel4witham #pakishagging,1
7318,@jessphillips Get Diane Abbott to help you.,1
5175,"You should get 3 strikes at most then sacked, it’s not tolerated in the majority of the publics works places, why should it be tolerated for MPs. No fucking excuse! @HackneyAbbott https://t.co/V4p6bfq8VJ",1
4985,@HackneyAbbott @bbcquestiontime Inchoate primitive anxieties are difficult to manage and understand,1
532,@AliCairns3 @GurjitBains @ajcdeane @patel4witham Better than funnelling DFID money into Islamist terrorists as has often happened... were I PM then DFID would be axed immediately.,1
4813,@labourpress @HackneyAbbott Thank god you lot got nowhere near to power.,1
5036,@HackneyAbbott @2ndprinciple @BellRibeiroAddy Brilliant at race baiting bollocks! How's your son?,1
9355,"RT @flowesaunders68: @LaylaMoran @cyclingkev @NEUnion Presumably the teachers will split those children up throughout the empty school classrooms. It’s not difficult to understand, but then I’m not a LibDum MP 🤷‍♀️",1
5797,@SkyNews @HackneyAbbott They lost because of muppets like you in the party ... with sons in and out of prison and breaking the law ....,1
542,@SholaMos1 What a disgrace. Racist sociopaths the lot of them especially #pritipatel @patel4witham and @BorisJohnson #Windrush,1
6701,"@jessphillips Not a fair observation. Unless you have a constructive proposal, probably best to pipe down rather than trying to score petty political points. Nobody wants increased domestic violence and to suggest that Tories don’t care (because?) is dishonest.",1
1216,That's no excuse. We don't hush up other crime statistics for that reason. Unless this problem is brought into the light and the Pakistani Muslim community takes ownership of it other girls' lives will be shattered by their vile activity. @lucyallan @Dunne4Ludlow @patel4witham https://t.co/cnvUzvJKRI,1
4151,"@SayeedaWarsi @iamths1973 Oh you sad old woman 

Guessing you’re fishing or need to go and get an education.",1
5204,@fuzzilu @LBC @TomSwarbrick1 @HackneyAbbott When you say opposition I’m under the impression Patel would send any terrorist to prison for 50 years. In the meantime Abbott is anti police and probably would have been a security risk had she made it into office. You need intellectual bandwidth to be Home Sec &amp; Abbott lacks it,1
6233,@JuanckersGhost @itvpeston @Peston @jessphillips Looks like lockdown has given her the time to wash her hair. Every cloud....,1
184,"@patel4witham You are very pathetic woman. You wish to become more British than the British themselves. Britain is not your country, go back to India.",1
3405,RT @ray__foxley: @lisanandy @SayeedaWarsi Define Islamophobia without using another made up word. https://t.co/O1W7S4GS5O,1
847,@CarolineVoaden @patel4witham deluded losers https://t.co/cVEPufJZn9,1
5924,"@HackneyAbbott @BellRibeiroAddy Bye Dianne, remember when someone calls you useless it’s just their opinion, they aren’t being racist. I hope the fact that you, JC and JM have kept the Tories in power, doesn’t keep you awake at night. It should, my god it should, but you’ve suffered enough.",1
6866,@jessphillips When were you ever “nice” or “constructive?” I must have missed that.,1
6606,@jessphillips Jess when have you ever been nice OR constructive about anything?,1
3632,"@JTedders92 @josephwillits @PalestineAPPG @BorisJohnson @DominicRaab @SKinnock @SayeedaWarsi @KimJohnsonMP @Imran_HussainMP @hammersmithandy @TommySheppard Nice try but still no letter and no Corbyn-like rush to condemn.
The usual ‘No Jews, no news’.",1
6812,@jessphillips You being nice: That's the best joke I've heard all week.,1
6600,@jessphillips You renounced being constructive long ago. I’d forgotten you’d been re-elected. What a shame.,1
4857,RT @Cusstard: @spikedonline Quite ! All our over privileged feminists and MPs have been silent ....haven’t you @HarrietHarman @DawnButlerBrent @CarolineLucas     @HackneyAbbott @jessphillips @AngelaRayner @TracyBrabin @EmilyThornberry,1
8095,@jessphillips Twat,1
5254,"@HackneyAbbott Ignorant. Thick. Insensitive. Is this really what you want as a legacy ? 

Twitter - the departure lounge to oblivion for many a career. 

(I would add “of once great people” - but then this is about you).",1
6974,@jessphillips Another Sleezeballer!,1
7740,@ChristineLoy1 @Keir_Starmer @jessphillips That makes one of you then. Delighted Starmer had the sense not appoint such a tiresome self-publicist.,1
3282,@_Mo0hamad @whitford747 @MuslimCouncil @SayeedaWarsi @Keir_Starmer @pritipatel @NazShahBfd You know nothing about me so would have no idea what I know and dont know...but it's clear you are so indoctrinated by story books as most religious people are,1
3285,"@whitford747 @MuslimCouncil @SayeedaWarsi @Keir_Starmer @pritipatel @NazShahBfd Ban the religion it’s an imported problem, we can remove it ?",1
7116,"@jessphillips Is that Phillips the month looking for publicity again ,",1
5308,"RT @racechikee: @Old__Bowler @NeilAston6 @MailOnline Great example to set to youngsters! So sending your son to a private school, a privilege you wish to deprive white children of ....because black mums love their kids more 🙄 ... it didn’t do your son much good did it? @HackneyAbbott",1
5335,@HackneyAbbott There isn’t who cares about colour these days she’s a nasty piece of work,1
9646,"@HylianApologist @david55034076 @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud Yes they are. But this does not negate the fact that females are in heightened danger in bathrooms and changing rooms. You example is a bit of a strawman anyway, what of the women who have suffered abuse and having a man in a place where women are especially vulnerable causes ...",1
9148,"@LaylaMoran @adamboultonSKY @Keir_Starmer Pan girl, we've already left.",1
3251,"The real cost of muslim ""enrichment"".@SkyNewsAust..@geertwilderspvv..@GerardBattenUK..@PrisonPlanet..@Ayaan..@PamelaGeller..@ACTBrigitte. .@realDonaldTrump. .@pritipatel. @NazShahBfd..@SayeedaWarsi https://t.co/mLMPgdNLql",1
3399,"@lisanandy @SayeedaWarsi I have no problem with anybody practicing a religion as long as it’s not at the expense of U.K. culture, animal rights. We should make illegal non stun slaughter. Ban any claims for support for more than one wife. Ban sharia and Beth din courts. We should have one law for all",1
275,"Over a million children suffered this fate... THAT’S what they don’t  want us to know... Imagine if this was over a million Muslims, there would be civil war.... WE DEAMND TO KNOW @patel4witham  @BorisJohnson @Imamofpeace https://t.co/1Grp9J67fh",1
4279,"@OscarJu97128129 @elpedrosalvador I'm sure this will all be a great comfort to @HackneyAbbott  when you tell her the fact that she receives more death threats than the rest of the MPs put together, it's not due to the colour of her skin.",1
3346,@NazShahBfd @SayeedaWarsi more from the religion of peace or is this Islamophobia? Stand up and be counted. https://t.co/92TUIYq8oH,1
5319,Remember @jeremycorbyn @johnmcdonnellMP @hackneyabbott all stood side beside in their support of the IRA and these murders. Remember all the labour politicians that promoted and supported Jeremy. They cannot be trusted. https://t.co/cAuk4OUQyg,1
3597,@PalestineAPPG @BorisJohnson @DominicRaab @SKinnock @SayeedaWarsi @KimJohnsonMP @Imran_HussainMP @hammersmithandy @TommySheppard Any complaints about the WHITE girls raped and violated by your friends and then protected by Starman,1
7508,@jessphillips Revolting empty vessel!,1
4152,@SayeedaWarsi You are a stranger to reason.,1
6591,@jessphillips W⚓️,1
1519,"@LanceForman @thetimes @patel4witham Matthew Paris is on the money - she's out of her depth.
In a govt *this* talentless she looks right at home, but we should expect basic competence in a Home Secretary.",1
124,"@glasgowcathcart @UBaileycat @AnnieWellsMSP @patel4witham That should be ""you're dumb"" 😂",1
276,"@hippocrates16 @Christopher2875 @patel4witham History lessons are fun,  you should try them.
thank you for your ignorance 🙂",1
4151,"@SayeedaWarsi @iamths1973 Oh you sad old woman 

Guessing you’re fishing or need to go and get an education.",1
5797,@SkyNews @HackneyAbbott They lost because of muppets like you in the party ... with sons in and out of prison and breaking the law ....,1
9392,"@LaylaMoran Layla, get over yourself.  It's a great plan.  I'm going to the Lake District this weekend.",1
4555,"RT @MikeHun96992029: @carolecadwalla I heard @jeremycorbyn humped the mighty @HackneyAbbott at least once...does that count?!
If you’re struggling to find a decent story make one up like you usually do. 
@SupportOurLefty",1
9786,"RT @ZinebElRhazoui: 1- Appalled to watch the elite of the free world submit themselves gladly to what made me be detained by the police in 2009 in the Muslim world. @EdwardJDavey @LaylaMoran @paulbristow79 #Islamists are proud of you! In #islam, non fasting is a crime ⤵️

https://t.co/00SCg7xMxD",1
5535,@AjBsuperstarR @SkyNewsBreak @KayBurley @HackneyAbbott Priti is probably on the phone to Diane right now.  “How did you cope with your countless fuck ups?! I need advice!!” 🙄,1
3170,"@HeyDost11 @NazShahBfd @SayeedaWarsi We both know they will never reply. But in years too come when the Islamists and supporters of grooming gangs are exposed, these tweets will always be there.",1
4305,"@BackWarmer @HackedOffHugh Hugh, sorry to ask, but this one is urgent. Diane Abbott has asked me to a 'dogging fest' with Jeremy, Keir Starmer and Angela Rayner tonight. I'm knew to it so should I bring anything along as a gift, other than my load? @HackneyAbbott @jeremycorbyn @AngelaRayner",1
5126,@HackneyAbbott @Keir_Starmer Stupid thing to say. Surprised,1
8941,"@LaylaMoran @Keir_Starmer “the public support an extension” 🤣🤣 maybe the ones in the London woke leftie bubble, but the electorate have show you their feelings #getoverit #brokenrecord",1
3251,"The real cost of muslim ""enrichment"".@SkyNewsAust..@geertwilderspvv..@GerardBattenUK..@PrisonPlanet..@Ayaan..@PamelaGeller..@ACTBrigitte. .@realDonaldTrump. .@pritipatel. @NazShahBfd..@SayeedaWarsi https://t.co/mLMPgdNLql",1
5335,@HackneyAbbott There isn’t who cares about colour these days she’s a nasty piece of work,1
4593,@OscarCharliEE @NadiaWhittomeMP @HackneyAbbott @BellRibeiroAddy @JanetDaby @DavidLammy @DawnButlerBrent @jeremycorbyn @theSNP @LibDems @CarolineLucas @Plaid_Cymru How many of the 50 actually came to the U.K. as children under 10 years of age? Probably only a few... the majority came here as adults and are actually more Jamaican than these disingenuous MPs are leading us to believe.,1
6663,@jessphillips When have you ever been nice!? 🙄,1
5863,RT @RedMerseyman: @RLong_Bailey Diane Abbott @HackneyAbbott was vilified because she is an absolute buffoon and thé idea of her running our national policing and our intelligence services (MI5) scared the hell out of most people!We all know why old archaic socialist Corbyn kept her as Shadow Home Secretary 🤔🙄,1
825,"https://t.co/Mi1i0Xq4L6 who the fuck cares? Lol it’s a passport it’s as much a part of the so called ‘british identity’ as the colour of someone’s wallet. Grow up Priti, do some real work. @patel4witham",1
9355,"RT @flowesaunders68: @LaylaMoran @cyclingkev @NEUnion Presumably the teachers will split those children up throughout the empty school classrooms. It’s not difficult to understand, but then I’m not a LibDum MP 🤷‍♀️",1
7278,@jessphillips Selfish.,1
4915,@neilparker17 @HackneyAbbott She looks like Gary Coleman 😂,1
9309,"@HylianApologist @FroodThe @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud nobody really bothered which toilet trans use,,till they started shouting about it,,you have trans activist to thank for that,,so it is an issue now,society has taken note of it,,",1
6233,@JuanckersGhost @itvpeston @Peston @jessphillips Looks like lockdown has given her the time to wash her hair. Every cloud....,1
296,"RT @KTHopkins: Don’t you just love it when flaccid men in beige spout off about strong women who are at the top of their game. 

@patel4witham is terrific. 

If you are still subscribing to @thetimes do ask yourself why. https://t.co/cPwH4CLCEt",1
9650,"@HylianApologist @david55034076 @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud Males pose a danger to females, especially so in places such as restrooms/changing rooms etc. Women who have been injured by men need a space free from them to get changed, use the toilet etc. It's very, very simple.",1
6619,"@jessphillips You haven't been constructive about this issue at all. All you've done is criticise. Come up with a workable solution to stop arseholes being abusive &amp; maybe someone will notice. Otherwise, shut up.
And, when were you nice? https://t.co/7fkGhvL6Ck",1
9930,@LaylaMoran Never forget you are a man beater.,1
7136,@jessphillips You can’t even make a 3rd rate opposition front bench. Pipe down.,1
